cement,furnaceSlag,flyAsh,water,superplasticizer,coarseAggregate,fineAggregate,Total_density,%_cement,%_furnaceSlag,%_flyAsh,%_water,%_superplast,%_coarseAGG,%_fineAgg,day,compressive strength
190.7,0,125.4,162.1,7.8,1090,804,2380,0.08012605,0,0.052689076,0.068109244,0.003277311,0.457983193,0.337815126,56,35.34
190.7,0,125.4,162.1,7.8,1090,804,2380,0.08012605,0,0.052689076,0.068109244,0.003277311,0.457983193,0.337815126,100,40.57
212.1,0,121.6,180.3,5.7,1057.6,779.3,2356.6,0.090002546,0,0.051599762,0.076508529,0.002418739,0.448782144,0.33068828,3,12.47
212.1,0,121.6,180.3,5.7,1057.6,779.3,2356.6,0.090002546,0,0.051599762,0.076508529,0.002418739,0.448782144,0.33068828,14,20.92
212.1,0,121.6,180.3,5.7,1057.6,779.3,2356.6,0.090002546,0,0.051599762,0.076508529,0.002418739,0.448782144,0.33068828,28,24.9
212.1,0,121.6,180.3,5.7,1057.6,779.3,2356.6,0.090002546,0,0.051599762,0.076508529,0.002418739,0.448782144,0.33068828,56,34.2
212.1,0,121.6,180.3,5.7,1057.6,779.3,2356.6,0.090002546,0,0.051599762,0.076508529,0.002418739,0.448782144,0.33068828,100,39.61
230,0,118.3,195.5,4.6,1029.4,758.6,2336.4,0.098442048,0,0.050633453,0.08367574,0.001968841,0.440592364,0.324687554,3,10.03
230,0,118.3,195.5,4.6,1029.4,758.6,2336.4,0.098442048,0,0.050633453,0.08367574,0.001968841,0.440592364,0.324687554,14,20.08
230,0,118.3,195.5,4.6,1029.4,758.6,2336.4,0.098442048,0,0.050633453,0.08367574,0.001968841,0.440592364,0.324687554,28,24.48
230,0,118.3,195.5,4.6,1029.4,758.6,2336.4,0.098442048,0,0.050633453,0.08367574,0.001968841,0.440592364,0.324687554,56,31.54
230,0,118.3,195.5,4.6,1029.4,758.6,2336.4,0.098442048,0,0.050633453,0.08367574,0.001968841,0.440592364,0.324687554,100,35.34
190.3,0,125.2,161.9,9.9,1088.1,802.6,2378,0.080025231,0,0.052649285,0.068082422,0.004163162,0.457569386,0.337510513,3,9.45
190.3,0,125.2,161.9,9.9,1088.1,802.6,2378,0.080025231,0,0.052649285,0.068082422,0.004163162,0.457569386,0.337510513,14,22.72
190.3,0,125.2,161.9,9.9,1088.1,802.6,2378,0.080025231,0,0.052649285,0.068082422,0.004163162,0.457569386,0.337510513,28,28.47
190.3,0,125.2,161.9,9.9,1088.1,802.6,2378,0.080025231,0,0.052649285,0.068082422,0.004163162,0.457569386,0.337510513,56,38.56
190.3,0,125.2,161.9,9.9,1088.1,802.6,2378,0.080025231,0,0.052649285,0.068082422,0.004163162,0.457569386,0.337510513,100,40.39
166.1,0,163.3,176.5,4.5,1058.6,780.1,2349.1,0.070707931,0,0.069515985,0.075135158,0.001915627,0.450640671,0.332084628,3,10.76
166.1,0,163.3,176.5,4.5,1058.6,780.1,2349.1,0.070707931,0,0.069515985,0.075135158,0.001915627,0.450640671,0.332084628,14,25.48
166.1,0,163.3,176.5,4.5,1058.6,780.1,2349.1,0.070707931,0,0.069515985,0.075135158,0.001915627,0.450640671,0.332084628,28,21.54
166.1,0,163.3,176.5,4.5,1058.6,780.1,2349.1,0.070707931,0,0.069515985,0.075135158,0.001915627,0.450640671,0.332084628,56,28.63
166.1,0,163.3,176.5,4.5,1058.6,780.1,2349.1,0.070707931,0,0.069515985,0.075135158,0.001915627,0.450640671,0.332084628,100,33.54
168,42.1,163.8,121.8,5.7,1058.7,780.1,2340.2,0.071788736,0.017989915,0.069994018,0.052046834,0.002435689,0.452397231,0.333347577,3,7.75
168,42.1,163.8,121.8,5.7,1058.7,780.1,2340.2,0.071788736,0.017989915,0.069994018,0.052046834,0.002435689,0.452397231,0.333347577,14,17.82
168,42.1,163.8,121.8,5.7,1058.7,780.1,2340.2,0.071788736,0.017989915,0.069994018,0.052046834,0.002435689,0.452397231,0.333347577,28,24.24
168,42.1,163.8,121.8,5.7,1058.7,780.1,2340.2,0.071788736,0.017989915,0.069994018,0.052046834,0.002435689,0.452397231,0.333347577,56,32.85
168,42.1,163.8,121.8,5.7,1058.7,780.1,2340.2,0.071788736,0.017989915,0.069994018,0.052046834,0.002435689,0.452397231,0.333347577,100,39.23
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,2376.1,0.089937292,0.041286141,0.010311014,0.076469846,0.002903918,0.448550145,0.330541644,3,18
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,2376.1,0.089937292,0.041286141,0.010311014,0.076469846,0.002903918,0.448550145,0.330541644,14,30.39
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,2376.1,0.089937292,0.041286141,0.010311014,0.076469846,0.002903918,0.448550145,0.330541644,28,45.71
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,2376.1,0.089937292,0.041286141,0.010311014,0.076469846,0.002903918,0.448550145,0.330541644,56,50.77
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,2376.1,0.089937292,0.041286141,0.010311014,0.076469846,0.002903918,0.448550145,0.330541644,100,53.9
213.8,98.1,24.5,181.7,6.7,1066,785.5,2376.3,0.089971805,0.041282666,0.010310146,0.07646341,0.002819509,0.448596558,0.330555906,3,13.18
213.8,98.1,24.5,181.7,6.7,1066,785.5,2376.3,0.089971805,0.041282666,0.010310146,0.07646341,0.002819509,0.448596558,0.330555906,14,17.84
213.8,98.1,24.5,181.7,6.7,1066,785.5,2376.3,0.089971805,0.041282666,0.010310146,0.07646341,0.002819509,0.448596558,0.330555906,28,40.23
213.8,98.1,24.5,181.7,6.7,1066,785.5,2376.3,0.089971805,0.041282666,0.010310146,0.07646341,0.002819509,0.448596558,0.330555906,56,47.13
213.8,98.1,24.5,181.7,6.7,1066,785.5,2376.3,0.089971805,0.041282666,0.010310146,0.07646341,0.002819509,0.448596558,0.330555906,100,49.97
229.7,0,118.2,195.2,6.1,1028.1,757.6,2334.9,0.098376804,0,0.050623153,0.083601011,0.002612532,0.440318643,0.324467857,3,13.36
229.7,0,118.2,195.2,6.1,1028.1,757.6,2334.9,0.098376804,0,0.050623153,0.083601011,0.002612532,0.440318643,0.324467857,14,22.32
229.7,0,118.2,195.2,6.1,1028.1,757.6,2334.9,0.098376804,0,0.050623153,0.083601011,0.002612532,0.440318643,0.324467857,28,24.54
229.7,0,118.2,195.2,6.1,1028.1,757.6,2334.9,0.098376804,0,0.050623153,0.083601011,0.002612532,0.440318643,0.324467857,56,31.35
229.7,0,118.2,195.2,6.1,1028.1,757.6,2334.9,0.098376804,0,0.050623153,0.083601011,0.002612532,0.440318643,0.324467857,100,40.86
238.1,0,94.1,186.7,7,949.9,847,2322.8,0.102505597,0,0.040511452,0.080377131,0.003013604,0.4089461,0.364646117,3,19.93
238.1,0,94.1,186.7,7,949.9,847,2322.8,0.102505597,0,0.040511452,0.080377131,0.003013604,0.4089461,0.364646117,14,25.69
238.1,0,94.1,186.7,7,949.9,847,2322.8,0.102505597,0,0.040511452,0.080377131,0.003013604,0.4089461,0.364646117,28,30.23
238.1,0,94.1,186.7,7,949.9,847,2322.8,0.102505597,0,0.040511452,0.080377131,0.003013604,0.4089461,0.364646117,56,39.59
238.1,0,94.1,186.7,7,949.9,847,2322.8,0.102505597,0,0.040511452,0.080377131,0.003013604,0.4089461,0.364646117,100,44.3
250,0,95.7,187.4,5.5,956.9,861.2,2356.7,0.106080536,0,0.040607629,0.07951797,0.002333772,0.406033861,0.365426232,3,13.82
250,0,95.7,187.4,5.5,956.9,861.2,2356.7,0.106080536,0,0.040607629,0.07951797,0.002333772,0.406033861,0.365426232,14,24.92
250,0,95.7,187.4,5.5,956.9,861.2,2356.7,0.106080536,0,0.040607629,0.07951797,0.002333772,0.406033861,0.365426232,28,29.22
250,0,95.7,187.4,5.5,956.9,861.2,2356.7,0.106080536,0,0.040607629,0.07951797,0.002333772,0.406033861,0.365426232,56,38.33
250,0,95.7,187.4,5.5,956.9,861.2,2356.7,0.106080536,0,0.040607629,0.07951797,0.002333772,0.406033861,0.365426232,100,42.35
212.5,0,100.4,159.3,8.7,1007.8,903.6,2392.3,0.088826652,0,0.041967981,0.066588639,0.003636668,0.421268236,0.377711825,3,13.54
212.5,0,100.4,159.3,8.7,1007.8,903.6,2392.3,0.088826652,0,0.041967981,0.066588639,0.003636668,0.421268236,0.377711825,14,26.31
212.5,0,100.4,159.3,8.7,1007.8,903.6,2392.3,0.088826652,0,0.041967981,0.066588639,0.003636668,0.421268236,0.377711825,28,31.64
212.5,0,100.4,159.3,8.7,1007.8,903.6,2392.3,0.088826652,0,0.041967981,0.066588639,0.003636668,0.421268236,0.377711825,56,42.55
212.5,0,100.4,159.3,8.7,1007.8,903.6,2392.3,0.088826652,0,0.041967981,0.066588639,0.003636668,0.421268236,0.377711825,100,42.92
212.6,0,100.4,159.4,10.4,1003.8,903.8,2390.4,0.08893909,0,0.042001339,0.0666834,0.004350736,0.419929719,0.378095716,3,13.33
212.6,0,100.4,159.4,10.4,1003.8,903.8,2390.4,0.08893909,0,0.042001339,0.0666834,0.004350736,0.419929719,0.378095716,14,25.37
212.6,0,100.4,159.4,10.4,1003.8,903.8,2390.4,0.08893909,0,0.042001339,0.0666834,0.004350736,0.419929719,0.378095716,28,37.4
212.6,0,100.4,159.4,10.4,1003.8,903.8,2390.4,0.08893909,0,0.042001339,0.0666834,0.004350736,0.419929719,0.378095716,56,44.4
212.6,0,100.4,159.4,10.4,1003.8,903.8,2390.4,0.08893909,0,0.042001339,0.0666834,0.004350736,0.419929719,0.378095716,100,47.74
212,0,124.8,159,7.8,1085.4,799.5,2388.5,0.088758635,0,0.052250366,0.066568976,0.003265648,0.454427465,0.334728909,3,19.52
212,0,124.8,159,7.8,1085.4,799.5,2388.5,0.088758635,0,0.052250366,0.066568976,0.003265648,0.454427465,0.334728909,14,31.35
212,0,124.8,159,7.8,1085.4,799.5,2388.5,0.088758635,0,0.052250366,0.066568976,0.003265648,0.454427465,0.334728909,28,38.5
212,0,124.8,159,7.8,1085.4,799.5,2388.5,0.088758635,0,0.052250366,0.066568976,0.003265648,0.454427465,0.334728909,56,45.08
212,0,124.8,159,7.8,1085.4,799.5,2388.5,0.088758635,0,0.052250366,0.066568976,0.003265648,0.454427465,0.334728909,100,47.82
231.8,0,121.6,174,6.7,1056.4,778.5,2369,0.097847193,0,0.051329675,0.073448713,0.002828198,0.445926551,0.328619671,3,15.44
231.8,0,121.6,174,6.7,1056.4,778.5,2369,0.097847193,0,0.051329675,0.073448713,0.002828198,0.445926551,0.328619671,14,26.77
231.8,0,121.6,174,6.7,1056.4,778.5,2369,0.097847193,0,0.051329675,0.073448713,0.002828198,0.445926551,0.328619671,28,33.73
231.8,0,121.6,174,6.7,1056.4,778.5,2369,0.097847193,0,0.051329675,0.073448713,0.002828198,0.445926551,0.328619671,56,42.7
231.8,0,121.6,174,6.7,1056.4,778.5,2369,0.097847193,0,0.051329675,0.073448713,0.002828198,0.445926551,0.328619671,100,45.84
251.4,0,118.3,188.5,5.8,1028.4,757.7,2350.1,0.106974171,0,0.050338283,0.080209353,0.00246798,0.4375984,0.322411812,3,17.22
251.4,0,118.3,188.5,5.8,1028.4,757.7,2350.1,0.106974171,0,0.050338283,0.080209353,0.00246798,0.4375984,0.322411812,14,29.93
251.4,0,118.3,188.5,5.8,1028.4,757.7,2350.1,0.106974171,0,0.050338283,0.080209353,0.00246798,0.4375984,0.322411812,28,29.65
251.4,0,118.3,188.5,5.8,1028.4,757.7,2350.1,0.106974171,0,0.050338283,0.080209353,0.00246798,0.4375984,0.322411812,56,36.97
251.4,0,118.3,188.5,5.8,1028.4,757.7,2350.1,0.106974171,0,0.050338283,0.080209353,0.00246798,0.4375984,0.322411812,100,43.58
251.4,0,118.3,188.5,6.4,1028.4,757.7,2350.7,0.106946867,0,0.050325435,0.08018888,0.002722593,0.437486706,0.322329519,3,13.12
251.4,0,118.3,188.5,6.4,1028.4,757.7,2350.7,0.106946867,0,0.050325435,0.08018888,0.002722593,0.437486706,0.322329519,14,24.43
251.4,0,118.3,188.5,6.4,1028.4,757.7,2350.7,0.106946867,0,0.050325435,0.08018888,0.002722593,0.437486706,0.322329519,28,32.66
251.4,0,118.3,188.5,6.4,1028.4,757.7,2350.7,0.106946867,0,0.050325435,0.08018888,0.002722593,0.437486706,0.322329519,56,36.64
251.4,0,118.3,188.5,6.4,1028.4,757.7,2350.7,0.106946867,0,0.050325435,0.08018888,0.002722593,0.437486706,0.322329519,100,44.21
181.4,0,167,169.6,7.6,1055.6,777.8,2359,0.07689699,0,0.070792709,0.071894871,0.003221704,0.447477745,0.329715981,3,13.62
181.4,0,167,169.6,7.6,1055.6,777.8,2359,0.07689699,0,0.070792709,0.071894871,0.003221704,0.447477745,0.329715981,14,21.6
181.4,0,167,169.6,7.6,1055.6,777.8,2359,0.07689699,0,0.070792709,0.071894871,0.003221704,0.447477745,0.329715981,28,27.77
181.4,0,167,169.6,7.6,1055.6,777.8,2359,0.07689699,0,0.070792709,0.071894871,0.003221704,0.447477745,0.329715981,56,35.57
181.4,0,167,169.6,7.6,1055.6,777.8,2359,0.07689699,0,0.070792709,0.071894871,0.003221704,0.447477745,0.329715981,100,45.37
182,45.2,122,170.2,8.2,1059.4,780.7,2367.7,0.076867846,0.019090256,0.051526798,0.071884107,0.003463277,0.447438442,0.329729273,3,7.32
182,45.2,122,170.2,8.2,1059.4,780.7,2367.7,0.076867846,0.019090256,0.051526798,0.071884107,0.003463277,0.447438442,0.329729273,14,21.5
182,45.2,122,170.2,8.2,1059.4,780.7,2367.7,0.076867846,0.019090256,0.051526798,0.071884107,0.003463277,0.447438442,0.329729273,28,31.27
182,45.2,122,170.2,8.2,1059.4,780.7,2367.7,0.076867846,0.019090256,0.051526798,0.071884107,0.003463277,0.447438442,0.329729273,56,43.5
182,45.2,122,170.2,8.2,1059.4,780.7,2367.7,0.076867846,0.019090256,0.051526798,0.071884107,0.003463277,0.447438442,0.329729273,100,48.67
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,2381.5,0.070921688,0.017719924,0.052193995,0.066470712,0.004534957,0.453831619,0.334327105,3,7.4
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,2381.5,0.070921688,0.017719924,0.052193995,0.066470712,0.004534957,0.453831619,0.334327105,14,23.51
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,2381.5,0.070921688,0.017719924,0.052193995,0.066470712,0.004534957,0.453831619,0.334327105,28,31.12
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,2381.5,0.070921688,0.017719924,0.052193995,0.066470712,0.004534957,0.453831619,0.334327105,56,39.15
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,2381.5,0.070921688,0.017719924,0.052193995,0.066470712,0.004534957,0.453831619,0.334327105,100,48.15
290.4,0,96.2,168.1,9.4,961.2,865,2390.3,0.121491026,0,0.040245994,0.070325901,0.003932561,0.402125256,0.361879262,3,22.5
290.4,0,96.2,168.1,9.4,961.2,865,2390.3,0.121491026,0,0.040245994,0.070325901,0.003932561,0.402125256,0.361879262,14,34.67
290.4,0,96.2,168.1,9.4,961.2,865,2390.3,0.121491026,0,0.040245994,0.070325901,0.003932561,0.402125256,0.361879262,28,34.74
290.4,0,96.2,168.1,9.4,961.2,865,2390.3,0.121491026,0,0.040245994,0.070325901,0.003932561,0.402125256,0.361879262,56,45.08
290.4,0,96.2,168.1,9.4,961.2,865,2390.3,0.121491026,0,0.040245994,0.070325901,0.003932561,0.402125256,0.361879262,100,48.97
277.1,0,97.4,160.6,11.8,973.9,875.6,2396.4,0.115631781,0,0.0406443,0.067017192,0.004924053,0.406401269,0.365381405,3,23.14
277.1,0,97.4,160.6,11.8,973.9,875.6,2396.4,0.115631781,0,0.0406443,0.067017192,0.004924053,0.406401269,0.365381405,14,41.89
277.1,0,97.4,160.6,11.8,973.9,875.6,2396.4,0.115631781,0,0.0406443,0.067017192,0.004924053,0.406401269,0.365381405,28,48.28
277.1,0,97.4,160.6,11.8,973.9,875.6,2396.4,0.115631781,0,0.0406443,0.067017192,0.004924053,0.406401269,0.365381405,56,51.04
277.1,0,97.4,160.6,11.8,973.9,875.6,2396.4,0.115631781,0,0.0406443,0.067017192,0.004924053,0.406401269,0.365381405,100,55.64
295.7,0,95.6,171.5,8.9,955.1,859.2,2386,0.123931266,0,0.040067058,0.071877619,0.003730092,0.400293378,0.360100587,3,22.95
295.7,0,95.6,171.5,8.9,955.1,859.2,2386,0.123931266,0,0.040067058,0.071877619,0.003730092,0.400293378,0.360100587,14,35.23
295.7,0,95.6,171.5,8.9,955.1,859.2,2386,0.123931266,0,0.040067058,0.071877619,0.003730092,0.400293378,0.360100587,28,39.94
295.7,0,95.6,171.5,8.9,955.1,859.2,2386,0.123931266,0,0.040067058,0.071877619,0.003730092,0.400293378,0.360100587,56,48.72
295.7,0,95.6,171.5,8.9,955.1,859.2,2386,0.123931266,0,0.040067058,0.071877619,0.003730092,0.400293378,0.360100587,100,52.04
251.8,0,99.9,146.1,12.4,1006,899.8,2416,0.104221854,0,0.041349338,0.060471854,0.00513245,0.416390728,0.372433775,3,21.02
251.8,0,99.9,146.1,12.4,1006,899.8,2416,0.104221854,0,0.041349338,0.060471854,0.00513245,0.416390728,0.372433775,14,33.36
251.8,0,99.9,146.1,12.4,1006,899.8,2416,0.104221854,0,0.041349338,0.060471854,0.00513245,0.416390728,0.372433775,28,33.94
251.8,0,99.9,146.1,12.4,1006,899.8,2416,0.104221854,0,0.041349338,0.060471854,0.00513245,0.416390728,0.372433775,56,44.14
251.8,0,99.9,146.1,12.4,1006,899.8,2416,0.104221854,0,0.041349338,0.060471854,0.00513245,0.416390728,0.372433775,100,45.37
249.1,0,98.8,158.1,12.8,987.8,889,2395.6,0.103982301,0,0.041242278,0.065995993,0.005343129,0.412339289,0.371097011,3,15.36
249.1,0,98.8,158.1,12.8,987.8,889,2395.6,0.103982301,0,0.041242278,0.065995993,0.005343129,0.412339289,0.371097011,14,28.68
249.1,0,98.8,158.1,12.8,987.8,889,2395.6,0.103982301,0,0.041242278,0.065995993,0.005343129,0.412339289,0.371097011,28,30.85
249.1,0,98.8,158.1,12.8,987.8,889,2395.6,0.103982301,0,0.041242278,0.065995993,0.005343129,0.412339289,0.371097011,56,42.03
249.1,0,98.8,158.1,12.8,987.8,889,2395.6,0.103982301,0,0.041242278,0.065995993,0.005343129,0.412339289,0.371097011,100,51.06
252.3,0,98.8,146.3,14.2,987.8,889,2388.4,0.105635572,0,0.041366605,0.061254396,0.005945403,0.413582315,0.372215709,3,21.78
252.3,0,98.8,146.3,14.2,987.8,889,2388.4,0.105635572,0,0.041366605,0.061254396,0.005945403,0.413582315,0.372215709,14,42.29
252.3,0,98.8,146.3,14.2,987.8,889,2388.4,0.105635572,0,0.041366605,0.061254396,0.005945403,0.413582315,0.372215709,28,50.6
252.3,0,98.8,146.3,14.2,987.8,889,2388.4,0.105635572,0,0.041366605,0.061254396,0.005945403,0.413582315,0.372215709,56,55.83
252.3,0,98.8,146.3,14.2,987.8,889,2388.4,0.105635572,0,0.041366605,0.061254396,0.005945403,0.413582315,0.372215709,100,60.95
246.8,0,125.1,143.3,12,1086.8,800.9,2414.9,0.102198849,0,0.051803387,0.059339931,0.00496915,0.450039339,0.331649344,3,23.52
246.8,0,125.1,143.3,12,1086.8,800.9,2414.9,0.102198849,0,0.051803387,0.059339931,0.00496915,0.450039339,0.331649344,14,42.22
246.8,0,125.1,143.3,12,1086.8,800.9,2414.9,0.102198849,0,0.051803387,0.059339931,0.00496915,0.450039339,0.331649344,28,52.5
246.8,0,125.1,143.3,12,1086.8,800.9,2414.9,0.102198849,0,0.051803387,0.059339931,0.00496915,0.450039339,0.331649344,56,60.32
246.8,0,125.1,143.3,12,1086.8,800.9,2414.9,0.102198849,0,0.051803387,0.059339931,0.00496915,0.450039339,0.331649344,100,66.42
275.1,0,121.4,159.5,9.9,1053.6,777.5,2397,0.114768461,0,0.050646642,0.06654151,0.004130163,0.439549437,0.324363788,3,23.8
275.1,0,121.4,159.5,9.9,1053.6,777.5,2397,0.114768461,0,0.050646642,0.06654151,0.004130163,0.439549437,0.324363788,14,38.77
275.1,0,121.4,159.5,9.9,1053.6,777.5,2397,0.114768461,0,0.050646642,0.06654151,0.004130163,0.439549437,0.324363788,28,51.33
275.1,0,121.4,159.5,9.9,1053.6,777.5,2397,0.114768461,0,0.050646642,0.06654151,0.004130163,0.439549437,0.324363788,56,56.85
275.1,0,121.4,159.5,9.9,1053.6,777.5,2397,0.114768461,0,0.050646642,0.06654151,0.004130163,0.439549437,0.324363788,100,58.61
297.2,0,117.5,174.8,9.5,1022.8,753.5,2375.3,0.125121037,0,0.049467436,0.073590704,0.003999495,0.43059824,0.317223088,3,21.91
297.2,0,117.5,174.8,9.5,1022.8,753.5,2375.3,0.125121037,0,0.049467436,0.073590704,0.003999495,0.43059824,0.317223088,14,36.99
297.2,0,117.5,174.8,9.5,1022.8,753.5,2375.3,0.125121037,0,0.049467436,0.073590704,0.003999495,0.43059824,0.317223088,28,47.4
297.2,0,117.5,174.8,9.5,1022.8,753.5,2375.3,0.125121037,0,0.049467436,0.073590704,0.003999495,0.43059824,0.317223088,56,51.96
297.2,0,117.5,174.8,9.5,1022.8,753.5,2375.3,0.125121037,0,0.049467436,0.073590704,0.003999495,0.43059824,0.317223088,100,56.74
213.7,0,174.7,154.8,10.2,1053.5,776.4,2383.3,0.08966559,0,0.073301724,0.064951957,0.00427978,0.442034154,0.325766794,3,17.57
213.7,0,174.7,154.8,10.2,1053.5,776.4,2383.3,0.08966559,0,0.073301724,0.064951957,0.00427978,0.442034154,0.325766794,14,33.73
213.7,0,174.7,154.8,10.2,1053.5,776.4,2383.3,0.08966559,0,0.073301724,0.064951957,0.00427978,0.442034154,0.325766794,28,40.15
213.7,0,174.7,154.8,10.2,1053.5,776.4,2383.3,0.08966559,0,0.073301724,0.064951957,0.00427978,0.442034154,0.325766794,56,46.64
213.7,0,174.7,154.8,10.2,1053.5,776.4,2383.3,0.08966559,0,0.073301724,0.064951957,0.00427978,0.442034154,0.325766794,100,50.08
213.5,0,174.2,154.6,11.7,1052.3,775.5,2381.8,0.089638089,0,0.073137963,0.064908892,0.004912251,0.441808716,0.325594089,3,17.37
213.5,0,174.2,154.6,11.7,1052.3,775.5,2381.8,0.089638089,0,0.073137963,0.064908892,0.004912251,0.441808716,0.325594089,14,33.7
213.5,0,174.2,154.6,11.7,1052.3,775.5,2381.8,0.089638089,0,0.073137963,0.064908892,0.004912251,0.441808716,0.325594089,28,45.94
213.5,0,174.2,154.6,11.7,1052.3,775.5,2381.8,0.089638089,0,0.073137963,0.064908892,0.004912251,0.441808716,0.325594089,56,51.43
213.5,0,174.2,154.6,11.7,1052.3,775.5,2381.8,0.089638089,0,0.073137963,0.064908892,0.004912251,0.441808716,0.325594089,100,59.3
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,2415.6,0.114754098,0.040486836,0.010142408,0.066525915,0.004636529,0.439518132,0.323936082,3,30.45
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,2415.6,0.114754098,0.040486836,0.010142408,0.066525915,0.004636529,0.439518132,0.323936082,14,47.71
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,2415.6,0.114754098,0.040486836,0.010142408,0.066525915,0.004636529,0.439518132,0.323936082,28,63.14
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,2415.6,0.114754098,0.040486836,0.010142408,0.066525915,0.004636529,0.439518132,0.323936082,56,66.82
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,2415.6,0.114754098,0.040486836,0.010142408,0.066525915,0.004636529,0.439518132,0.323936082,100,66.95
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,2417.7,0.090251065,0.022583447,0.051205691,0.058237168,0.004922033,0.444926997,0.327873599,3,27.42
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,2417.7,0.090251065,0.022583447,0.051205691,0.058237168,0.004922033,0.444926997,0.327873599,14,35.96
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,2417.7,0.090251065,0.022583447,0.051205691,0.058237168,0.004922033,0.444926997,0.327873599,28,55.51
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,2417.7,0.090251065,0.022583447,0.051205691,0.058237168,0.004922033,0.444926997,0.327873599,56,61.99
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,2417.7,0.090251065,0.022583447,0.051205691,0.058237168,0.004922033,0.444926997,0.327873599,100,63.53
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,2350.7,0.091419577,0.0228868,0.051856894,0.066193049,0.00408389,0.431488493,0.332071298,3,18.02
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,2350.7,0.091419577,0.0228868,0.051856894,0.066193049,0.00408389,0.431488493,0.332071298,14,38.6
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,2350.7,0.091419577,0.0228868,0.051856894,0.066193049,0.00408389,0.431488493,0.332071298,28,52.2
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,2350.7,0.091419577,0.0228868,0.051856894,0.066193049,0.00408389,0.431488493,0.332071298,56,53.96
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,2350.7,0.091419577,0.0228868,0.051856894,0.066193049,0.00408389,0.431488493,0.332071298,100,56.63
218.9,0,124.1,158.5,11.3,1078.7,794.9,2386.4,0.091728126,0,0.052003017,0.066418036,0.004735166,0.452019779,0.333095877,3,15.34
218.9,0,124.1,158.5,11.3,1078.7,794.9,2386.4,0.091728126,0,0.052003017,0.066418036,0.004735166,0.452019779,0.333095877,14,26.05
218.9,0,124.1,158.5,11.3,1078.7,794.9,2386.4,0.091728126,0,0.052003017,0.066418036,0.004735166,0.452019779,0.333095877,28,30.22
218.9,0,124.1,158.5,11.3,1078.7,794.9,2386.4,0.091728126,0,0.052003017,0.066418036,0.004735166,0.452019779,0.333095877,56,37.27
218.9,0,124.1,158.5,11.3,1078.7,794.9,2386.4,0.091728126,0,0.052003017,0.066418036,0.004735166,0.452019779,0.333095877,100,46.23
376,0,0,214.6,0,1003.5,762.4,2356.5,0.159558668,0,0,0.091067261,0,0.425843412,0.32353066,3,16.28
376,0,0,214.6,0,1003.5,762.4,2356.5,0.159558668,0,0,0.091067261,0,0.425843412,0.32353066,14,25.62
376,0,0,214.6,0,1003.5,762.4,2356.5,0.159558668,0,0,0.091067261,0,0.425843412,0.32353066,28,31.97
376,0,0,214.6,0,1003.5,762.4,2356.5,0.159558668,0,0,0.091067261,0,0.425843412,0.32353066,56,36.3
376,0,0,214.6,0,1003.5,762.4,2356.5,0.159558668,0,0,0.091067261,0,0.425843412,0.32353066,100,43.06
500,0,0,140,4,966,853,2463,0.203004466,0,0,0.056841251,0.001624036,0.392204629,0.346325619,28,67.57
475,0,59,142,1.9,1098,641,2416.9,0.196532749,0,0.024411436,0.058752948,0.000786131,0.454300964,0.265215772,28,57.23
315,137,0,145,5.9,1130,745,2477.9,0.127123774,0.055288753,0,0.058517293,0.002381048,0.456031317,0.300657815,28,81.75
505,0,60,195,0,1030,630,2420,0.208677686,0,0.024793388,0.080578512,0,0.425619835,0.260330579,28,64.02
451,0,0,165,11.3,1030,745,2402.3,0.187736752,0,0,0.068684178,0.004703826,0.428755776,0.310119469,28,78.8
516,0,0,162,8.2,801,802,2289.2,0.225406255,0,0,0.07076708,0.003582037,0.349903897,0.35034073,28,41.37
520,0,0,170,5.2,855,855,2405.2,0.216198237,0,0,0.070680193,0.002161982,0.355479794,0.355479794,28,60.28
528,0,0,185,6.9,920,720,2359.9,0.223738294,0,0,0.078393152,0.002923853,0.389847027,0.305097674,28,56.83
520,0,0,175,5.2,870,805,2375.2,0.218928932,0,0,0.073678006,0.002189289,0.366284944,0.338918828,28,51.02
